,account_type,data_holder,txn_date,transaction_type,txn_count,total_amount_aud,avg_amount_aud
78,credit_card,ANZ,2026-03-11,debit,1,3588.82,3588.82
79,credit_card,ANZ,2026-03-12,credit,1,776.86,776.86
80,credit_card,ANZ,2026-03-12,debit,2,2977.75,1488.88
81,credit_card,ANZ,2026-03-13,credit,1,1721.95,1721.95
82,credit_card,ANZ,2026-03-13,debit,2,2151.71,1075.86
83,credit_card,ANZ,2026-03-14,credit,3,6321.6,2107.2
84,credit_card,ANZ,2026-03-14,debit,2,4405.64,2202.82
85,credit_card,ANZ,2026-03-15,credit,2,4968.08,2484.04
86,credit_card,ANZ,2026-03-15,debit,1,1802.28,1802.28
87,credit_card,ANZ,2026-03-16,credit,1,3191.57,3191.57
88,credit_card,ANZ,2026-03-17,credit,3,4792.87,1597.62
89,credit_card,ANZ,2026-03-17,debit,1,824.89,824.89
90,credit_card,ANZ,2026-03-18,debit,1,3150.7,3150.7
91,credit_card,ANZ,2026-03-19,credit,1,490.6,490.6
92,credit_card,ANZ,2026-03-19,debit,2,7158.58,3579.29
93,credit_card,ANZ,2026-03-20,credit,3,779.92,259.97
94,credit_card,ANZ,2026-03-20,debit,2,1097.38,548.69
95,credit_card,ANZ,2026-03-22,credit,4,12277.33,3069.33
96,credit_card,ANZ,2026-03-23,credit,2,887.18,443.59
97,credit_card,ANZ,2026-03-24,credit,1,206.11,206.11
98,credit_card,ANZ,2026-03-24,debit,1,933.68,933.68
99,credit_card,ANZ,2026-03-25,credit,1,569.66,569.66
100,credit_card,ANZ,2026-03-25,debit,1,3742.79,3742.79
101,credit_card,ANZ,2026-03-27,debit,2,5301.46,2650.73
102,credit_card,ANZ,2026-03-28,debit,1,3783.39,3783.39
103,credit_card,ANZ,2026-03-29,credit,1,1473.18,1473.18
104,credit_card,ANZ,2026-03-29,debit,3,5292.09,1764.03
105,credit_card,ANZ,2026-03-31,credit,4,6036.89,1509.22
106,credit_card,ANZ,2026-04-01,credit,2,6616.02,3308.01
107,credit_card,ANZ,2026-04-01,debit,3,8856.65,2952.22
108,credit_card,ANZ,2026-04-03,credit,3,6757.38,2252.46
109,credit_card,ANZ,2026-04-03,debit,3,7353.09,2451.03
110,credit_card,ANZ,2026-04-05,credit,1,4456.62,4456.62
111,credit_card,ANZ,2026-04-06,debit,2,4536.8,2268.4
112,credit_card,ANZ,2026-04-07,debit,1,1616.88,1616.88
113,credit_card,ANZ,2026-04-08,credit,4,4400.05,1100.01
114,credit_card,ANZ,2026-04-08,debit,1,1494.04,1494.04
115,credit_card,ANZ,2026-04-09,credit,1,3308.88,3308.88
116,credit_card,ANZ,2026-04-09,debit,1,1324.96,1324.96
117,credit_card,ANZ,2026-04-10,credit,2,3520.58,1760.29
118,credit_card,ANZ,2026-04-10,debit,1,638.12,638.12
119,credit_card,ANZ,2026-04-11,debit,4,6705.25,1676.31
120,credit_card,ANZ,2026-04-12,credit,2,5586.51,2793.26
121,credit_card,ANZ,2026-04-12,debit,4,11465.25,2866.31
122,credit_card,ANZ,2026-04-13,credit,1,2109.0,2109.0
123,credit_card,ANZ,2026-04-13,debit,1,2830.56,2830.56
124,credit_card,ANZ,2026-04-14,credit,1,493.46,493.46
125,credit_card,ANZ,2026-04-14,debit,1,3918.71,3918.71
126,credit_card,ANZ,2026-04-17,credit,1,723.77,723.77
127,credit_card,ANZ,2026-04-18,credit,1,3778.65,3778.65
128,credit_card,ANZ,2026-04-18,debit,1,3197.06,3197.06
129,credit_card,Bendigo Bank,2026-01-20,debit,1,128.84,128.84
130,credit_card,Bendigo Bank,2026-01-23,credit,1,2549.32,2549.32
131,credit_card,Bendigo Bank,2026-01-24,credit,1,550.83,550.83
132,credit_card,Bendigo Bank,2026-01-24,debit,1,1141.13,1141.13
133,credit_card,Bendigo Bank,2026-01-25,credit,1,1816.25,1816.25
134,credit_card,Bendigo Bank,2026-01-25,debit,1,1433.4,1433.4
135,credit_card,Bendigo Bank,2026-01-26,credit,2,2325.56,1162.78
136,credit_card,Bendigo Bank,2026-01-27,credit,1,650.33,650.33
137,credit_card,Bendigo Bank,2026-01-27,debit,1,2905.18,2905.18
138,credit_card,Bendigo Bank,2026-01-29,debit,1,4265.53,4265.53
139,credit_card,Bendigo Bank,2026-01-30,credit,1,1238.14,1238.14
140,credit_card,Bendigo Bank,2026-02-01,credit,1,129.69,129.69
141,credit_card,Bendigo Bank,2026-02-01,debit,2,3822.72,1911.36
142,credit_card,Bendigo Bank,2026-02-02,credit,1,1615.53,1615.53
143,credit_card,Bendigo Bank,2026-02-03,debit,1,1753.35,1753.35
144,credit_card,Bendigo Bank,2026-02-05,credit,1,265.83,265.83
145,credit_card,Bendigo Bank,2026-02-06,credit,1,4238.21,4238.21
146,credit_card,Bendigo Bank,2026-02-07,credit,1,2602.99,2602.99
147,credit_card,Bendigo Bank,2026-02-08,credit,1,408.33,408.33
148,credit_card,Bendigo Bank,2026-02-09,credit,2,7477.66,3738.83
149,credit_card,Bendigo Bank,2026-02-09,debit,1,519.67,519.67
150,credit_card,Bendigo Bank,2026-02-10,credit,3,6366.83,2122.28
151,credit_card,Bendigo Bank,2026-02-11,debit,1,31.01,31.01
152,credit_card,Bendigo Bank,2026-02-12,debit,1,24.41,24.41
153,credit_card,Bendigo Bank,2026-02-14,credit,1,2815.14,2815.14
154,credit_card,Bendigo Bank,2026-02-14,debit,2,3555.43,1777.72
155,credit_card,Bendigo Bank,2026-02-15,credit,2,5725.05,2862.53
156,credit_card,Bendigo Bank,2026-02-15,debit,3,11917.98,3972.66
157,credit_card,Bendigo Bank,2026-02-19,credit,1,174.47,174.47
158,credit_card,Bendigo Bank,2026-02-20,credit,2,6820.52,3410.26
159,credit_card,Bendigo Bank,2026-02-20,debit,1,2946.22,2946.22
160,credit_card,Bendigo Bank,2026-02-21,credit,1,2234.28,2234.28
161,credit_card,Bendigo Bank,2026-02-21,debit,1,3262.05,3262.05
162,credit_card,Bendigo Bank,2026-02-23,debit,1,1283.12,1283.12
163,credit_card,Bendigo Bank,2026-02-25,credit,1,1748.26,1748.26
164,credit_card,Bendigo Bank,2026-02-25,debit,2,6273.35,3136.68
165,credit_card,Bendigo Bank,2026-02-27,debit,1,3557.61,3557.61
166,credit_card,Bendigo Bank,2026-02-28,credit,1,2863.35,2863.35
167,credit_card,Bendigo Bank,2026-02-28,debit,1,3985.32,3985.32
168,credit_card,Bendigo Bank,2026-03-03,debit,1,873.5,873.5
169,credit_card,Bendigo Bank,2026-03-04,debit,1,2842.55,2842.55
170,credit_card,Bendigo Bank,2026-03-05,credit,1,2227.44,2227.44
171,credit_card,Bendigo Bank,2026-03-06,credit,1,537.19,537.19
172,credit_card,Bendigo Bank,2026-03-08,credit,1,1951.47,1951.47
173,credit_card,Bendigo Bank,2026-03-08,debit,2,3986.87,1993.43
174,credit_card,Bendigo Bank,2026-03-09,debit,3,13069.95,4356.65
175,credit_card,Bendigo Bank,2026-03-10,credit,1,1665.14,1665.14
176,credit_card,Bendigo Bank,2026-03-11,credit,1,3672.57,3672.57
177,credit_card,Bendigo Bank,2026-03-11,debit,1,951.98,951.98
178,credit_card,Bendigo Bank,2026-03-12,debit,1,679.35,679.35
179,credit_card,Bendigo Bank,2026-03-14,debit,1,4361.34,4361.34
180,credit_card,Bendigo Bank,2026-03-15,credit,1,1417.7,1417.7
181,credit_card,Bendigo Bank,2026-03-15,debit,2,5168.7,2584.35
182,credit_card,Bendigo Bank,2026-03-16,debit,1,1342.16,1342.16
183,credit_card,Bendigo Bank,2026-03-17,debit,2,7602.51,3801.26
184,credit_card,Bendigo Bank,2026-03-19,credit,1,1015.22,1015.22
185,credit_card,Bendigo Bank,2026-03-20,credit,1,3531.89,3531.89
186,credit_card,Bendigo Bank,2026-03-22,debit,2,8576.86,4288.43
187,credit_card,Bendigo Bank,2026-03-25,credit,1,3849.39,3849.39
188,credit_card,Bendigo Bank,2026-03-25,debit,1,6.44,6.44
189,credit_card,Bendigo Bank,2026-03-28,debit,2,3343.6,1671.8
190,credit_card,Bendigo Bank,2026-03-29,debit,1,1592.95,1592.95
191,credit_card,Bendigo Bank,2026-03-30,credit,1,642.12,642.12
192,credit_card,Bendigo Bank,2026-03-30,debit,1,4455.46,4455.46
193,credit_card,Bendigo Bank,2026-03-31,debit,1,2418.17,2418.17
194,credit_card,Bendigo Bank,2026-04-02,credit,4,12453.73,3113.43
195,credit_card,Bendigo Bank,2026-04-03,credit,2,5188.58,2594.29
196,credit_card,Bendigo Bank,2026-04-04,credit,1,2087.73,2087.73
197,credit_card,Bendigo Bank,2026-04-04,debit,1,375.61,375.61
198,credit_card,Bendigo Bank,2026-04-08,debit,3,8120.32,2706.77
199,credit_card,Bendigo Bank,2026-04-09,debit,1,2543.74,2543.74
200,credit_card,Bendigo Bank,2026-04-10,credit,1,461.82,461.82
201,credit_card,Bendigo Bank,2026-04-10,debit,2,2823.03,1411.51
202,credit_card,Bendigo Bank,2026-04-11,credit,2,7407.14,3703.57
203,credit_card,Bendigo Bank,2026-04-11,debit,2,7178.34,3589.17
204,credit_card,Bendigo Bank,2026-04-12,credit,1,2233.41,2233.41
205,credit_card,Bendigo Bank,2026-04-12,debit,2,7143.84,3571.92
206,credit_card,Bendigo Bank,2026-04-13,credit,2,2281.91,1140.95
207,credit_card,Bendigo Bank,2026-04-15,debit,1,2644.8,2644.8
208,credit_card,Bendigo Bank,2026-04-16,credit,1,2014.26,2014.26
209,credit_card,Bendigo Bank,2026-04-16,debit,1,3781.57,3781.57
210,credit_card,Bendigo Bank,2026-04-17,debit,2,6967.18,3483.59
211,credit_card,Bendigo Bank,2026-04-18,credit,1,314.95,314.95
212,credit_card,Bendigo Bank,2026-04-19,credit,1,4260.66,4260.66
213,credit_card,Bendigo Bank,2026-04-19,debit,1,3787.36,3787.36
214,credit_card,Commonwealth Bank,2026-01-20,credit,1,2919.89,2919.89
215,credit_card,Commonwealth Bank,2026-01-21,credit,1,1544.26,1544.26
216,credit_card,Commonwealth Bank,2026-01-21,debit,1,2177.57,2177.57
217,credit_card,Commonwealth Bank,2026-01-23,credit,2,7747.32,3873.66
218,credit_card,Commonwealth Bank,2026-01-24,credit,1,3960.18,3960.18
219,credit_card,Commonwealth Bank,2026-01-24,debit,1,788.96,788.96
220,credit_card,Commonwealth Bank,2026-01-25,credit,1,3458.57,3458.57
221,credit_card,Commonwealth Bank,2026-01-25,debit,1,2102.67,2102.67
222,credit_card,Commonwealth Bank,2026-01-26,credit,1,289.1,289.1
223,credit_card,Commonwealth Bank,2026-01-27,credit,1,3903.21,3903.21
224,credit_card,Commonwealth Bank,2026-01-27,debit,1,1541.74,1541.74
225,credit_card,Commonwealth Bank,2026-01-28,credit,1,3484.21,3484.21
226,credit_card,Commonwealth Bank,2026-01-28,debit,2,3164.08,1582.04
227,credit_card,Commonwealth Bank,2026-01-30,credit,2,5206.4,2603.2
228,credit_card,Commonwealth Bank,2026-02-02,credit,1,2119.07,2119.07
229,credit_card,Commonwealth Bank,2026-02-03,debit,1,4021.46,4021.46
230,credit_card,Commonwealth Bank,2026-02-05,debit,2,2755.13,1377.57
231,credit_card,Commonwealth Bank,2026-02-06,debit,2,5114.96,2557.48
232,credit_card,Commonwealth Bank,2026-02-07,credit,4,5910.69,1477.67
233,credit_card,Commonwealth Bank,2026-02-08,credit,1,1284.73,1284.73
234,credit_card,Commonwealth Bank,2026-02-08,debit,1,374.89,374.89
235,credit_card,Commonwealth Bank,2026-02-09,credit,1,1234.87,1234.87
236,credit_card,Commonwealth Bank,2026-02-09,debit,2,5391.33,2695.66
237,credit_card,Commonwealth Bank,2026-02-11,debit,1,3342.32,3342.32
238,credit_card,Commonwealth Bank,2026-02-13,debit,1,2160.98,2160.98
239,credit_card,Commonwealth Bank,2026-02-14,credit,1,1384.92,1384.92
240,credit_card,Commonwealth Bank,2026-02-14,debit,3,7719.73,2573.24
241,credit_card,Commonwealth Bank,2026-02-15,debit,1,3013.9,3013.9
242,credit_card,Commonwealth Bank,2026-02-17,credit,1,823.28,823.28
243,credit_card,Commonwealth Bank,2026-02-17,debit,2,4902.42,2451.21
244,credit_card,Commonwealth Bank,2026-02-18,debit,1,2664.51,2664.51
245,credit_card,Commonwealth Bank,2026-02-19,debit,1,14.08,14.08
246,credit_card,Commonwealth Bank,2026-02-21,credit,3,5357.77,1785.92
247,credit_card,Commonwealth Bank,2026-02-21,debit,1,3757.48,3757.48
248,credit_card,Commonwealth Bank,2026-02-23,debit,2,1586.44,793.22
249,credit_card,Commonwealth Bank,2026-02-24,debit,3,11780.76,3926.92
250,credit_card,Commonwealth Bank,2026-02-25,credit,1,1655.35,1655.35
251,credit_card,Commonwealth Bank,2026-02-26,credit,1,4090.29,4090.29
252,credit_card,Commonwealth Bank,2026-02-28,credit,1,4259.8,4259.8
253,credit_card,Commonwealth Bank,2026-03-01,credit,1,1403.23,1403.23
254,credit_card,Commonwealth Bank,2026-03-02,credit,1,13.93,13.93
255,credit_card,Commonwealth Bank,2026-03-02,debit,1,2939.93,2939.93
256,credit_card,Commonwealth Bank,2026-03-03,debit,1,1437.95,1437.95
257,credit_card,Commonwealth Bank,2026-03-04,debit,1,734.49,734.49
258,credit_card,Commonwealth Bank,2026-03-05,credit,2,2641.83,1320.91
259,credit_card,Commonwealth Bank,2026-03-06,debit,2,3610.77,1805.38
260,credit_card,Commonwealth Bank,2026-03-08,credit,5,5740.19,1148.04
261,credit_card,Commonwealth Bank,2026-03-09,credit,1,735.18,735.18
262,credit_card,Commonwealth Bank,2026-03-11,credit,1,1441.09,1441.09
263,credit_card,Commonwealth Bank,2026-03-12,credit,1,1519.34,1519.34
264,credit_card,Commonwealth Bank,2026-03-12,debit,1,3845.18,3845.18
265,credit_card,Commonwealth Bank,2026-03-14,credit,1,2570.15,2570.15
266,credit_card,Commonwealth Bank,2026-03-15,credit,1,3385.57,3385.57
267,credit_card,Commonwealth Bank,2026-03-16,debit,3,8813.6,2937.87
268,credit_card,Commonwealth Bank,2026-03-17,debit,2,4479.15,2239.57
269,credit_card,Commonwealth Bank,2026-03-18,credit,1,4136.13,4136.13
270,credit_card,Commonwealth Bank,2026-03-18,debit,2,5325.97,2662.98
271,credit_card,Commonwealth Bank,2026-03-19,credit,1,3054.22,3054.22
272,credit_card,Commonwealth Bank,2026-03-20,credit,1,1875.66,1875.66
273,credit_card,Commonwealth Bank,2026-03-20,debit,2,970.58,485.29
274,credit_card,Commonwealth Bank,2026-03-21,debit,1,187.04,187.04
275,credit_card,Commonwealth Bank,2026-03-22,credit,1,3763.71,3763.71
276,credit_card,Commonwealth Bank,2026-03-23,debit,1,802.54,802.54
277,credit_card,Commonwealth Bank,2026-03-24,credit,1,1545.19,1545.19
278,credit_card,Commonwealth Bank,2026-03-25,credit,1,2583.17,2583.17
279,credit_card,Commonwealth Bank,2026-03-26,debit,1,2927.47,2927.47
280,credit_card,Commonwealth Bank,2026-03-27,credit,1,3406.52,3406.52
281,credit_card,Commonwealth Bank,2026-03-27,debit,1,1636.98,1636.98
282,credit_card,Commonwealth Bank,2026-03-28,debit,2,3457.48,1728.74
283,credit_card,Commonwealth Bank,2026-03-29,credit,1,222.31,222.31
284,credit_card,Commonwealth Bank,2026-03-30,credit,1,4257.25,4257.25
285,credit_card,Commonwealth Bank,2026-03-30,debit,1,3066.42,3066.42
286,credit_card,Commonwealth Bank,2026-03-31,credit,1,2875.37,2875.37
287,credit_card,Commonwealth Bank,2026-04-02,credit,1,1277.74,1277.74
288,credit_card,Commonwealth Bank,2026-04-02,debit,1,2960.89,2960.89
289,credit_card,Commonwealth Bank,2026-04-04,debit,2,1748.92,874.46
290,credit_card,Commonwealth Bank,2026-04-06,debit,1,4482.53,4482.53
291,credit_card,Commonwealth Bank,2026-04-09,credit,2,7323.02,3661.51
292,credit_card,Commonwealth Bank,2026-04-09,debit,2,3096.48,1548.24
293,credit_card,Commonwealth Bank,2026-04-10,credit,3,3466.63,1155.54
294,credit_card,Commonwealth Bank,2026-04-10,debit,2,5593.22,2796.61
295,credit_card,Commonwealth Bank,2026-04-11,credit,1,4175.22,4175.22
296,credit_card,Commonwealth Bank,2026-04-13,credit,1,1630.21,1630.21
297,credit_card,Commonwealth Bank,2026-04-13,debit,1,413.65,413.65
298,credit_card,Commonwealth Bank,2026-04-14,debit,2,6572.29,3286.14
299,credit_card,Commonwealth Bank,2026-04-16,credit,1,3879.09,3879.09
300,credit_card,Commonwealth Bank,2026-04-18,debit,1,596.63,596.63
301,credit_card,ING Australia,2026-01-20,credit,2,4258.96,2129.48
302,credit_card,ING Australia,2026-01-20,debit,2,2552.48,1276.24
303,credit_card,ING Australia,2026-01-21,credit,4,13544.48,3386.12
304,credit_card,ING Australia,2026-01-21,debit,3,4857.49,1619.16
305,credit_card,ING Australia,2026-01-22,credit,1,109.31,109.31
306,credit_card,ING Australia,2026-01-24,credit,3,9128.36,3042.79
307,credit_card,ING Australia,2026-01-24,debit,1,2258.48,2258.48
308,credit_card,ING Australia,2026-01-25,credit,1,4296.18,4296.18
309,credit_card,ING Australia,2026-01-25,debit,1,1721.98,1721.98
310,credit_card,ING Australia,2026-01-26,credit,2,4711.8,2355.9
311,credit_card,ING Australia,2026-01-26,debit,1,20.31,20.31
312,credit_card,ING Australia,2026-01-27,debit,4,5208.91,1302.23
313,credit_card,ING Australia,2026-01-28,credit,2,3675.29,1837.64
314,credit_card,ING Australia,2026-01-28,debit,2,2360.48,1180.24
315,credit_card,ING Australia,2026-01-29,credit,1,3791.16,3791.16
316,credit_card,ING Australia,2026-01-30,credit,2,6834.59,3417.3
317,credit_card,ING Australia,2026-01-30,debit,1,2150.84,2150.84
318,credit_card,ING Australia,2026-01-31,credit,3,2489.42,829.81
319,credit_card,ING Australia,2026-01-31,debit,1,3588.33,3588.33
320,credit_card,ING Australia,2026-02-01,credit,1,1833.27,1833.27
321,credit_card,ING Australia,2026-02-02,credit,1,64.25,64.25
322,credit_card,ING Australia,2026-02-02,debit,2,2385.21,1192.61
323,credit_card,ING Australia,2026-02-03,credit,2,1927.9,963.95
324,credit_card,ING Australia,2026-02-03,debit,4,7406.64,1851.66
325,credit_card,ING Australia,2026-02-04,credit,1,1357.2,1357.2
326,credit_card,ING Australia,2026-02-04,debit,1,622.27,622.27
327,credit_card,ING Australia,2026-02-05,credit,1,3502.67,3502.67
328,credit_card,ING Australia,2026-02-05,debit,1,3430.54,3430.54
329,credit_card,ING Australia,2026-02-06,credit,1,3867.12,3867.12
330,credit_card,ING Australia,2026-02-06,debit,1,2457.42,2457.42
331,credit_card,ING Australia,2026-02-07,credit,1,3758.14,3758.14
332,credit_card,ING Australia,2026-02-07,debit,1,4195.76,4195.76
333,credit_card,ING Australia,2026-02-08,credit,1,1434.28,1434.28
334,credit_card,ING Australia,2026-02-08,debit,2,1505.45,752.72
335,credit_card,ING Australia,2026-02-09,credit,2,4261.72,2130.86
336,credit_card,ING Australia,2026-02-09,debit,1,844.66,844.66
337,credit_card,ING Australia,2026-02-10,credit,1,3544.55,3544.55
338,credit_card,ING Australia,2026-02-10,debit,2,2095.37,1047.68
339,credit_card,ING Australia,2026-02-11,debit,1,3794.08,3794.08
340,credit_card,ING Australia,2026-02-12,credit,1,384.23,384.23
341,credit_card,ING Australia,2026-02-12,debit,1,1727.26,1727.26
342,credit_card,ING Australia,2026-02-13,debit,1,2113.88,2113.88
343,credit_card,ING Australia,2026-02-14,credit,1,1566.38,1566.38
344,credit_card,ING Australia,2026-02-14,debit,1,2073.93,2073.93
345,credit_card,ING Australia,2026-02-15,credit,1,343.52,343.52
346,credit_card,ING Australia,2026-02-15,debit,2,2872.71,1436.36
347,credit_card,ING Australia,2026-02-16,credit,3,5526.65,1842.22
348,credit_card,ING Australia,2026-02-17,credit,1,4184.51,4184.51
349,credit_card,ING Australia,2026-02-17,debit,1,507.18,507.18
350,credit_card,ING Australia,2026-02-18,credit,2,5291.01,2645.51
351,credit_card,ING Australia,2026-02-18,debit,1,690.44,690.44
352,credit_card,ING Australia,2026-02-19,credit,1,3077.32,3077.32
353,credit_card,ING Australia,2026-02-19,debit,1,842.3,842.3
354,credit_card,ING Australia,2026-02-20,credit,1,2464.7,2464.7
355,credit_card,ING Australia,2026-02-20,debit,2,6704.4,3352.2
356,credit_card,ING Australia,2026-02-21,credit,1,1649.16,1649.16
357,credit_card,ING Australia,2026-02-21,debit,3,7119.51,2373.17
358,credit_card,ING Australia,2026-02-22,credit,2,4605.99,2302.99
359,credit_card,ING Australia,2026-02-22,debit,3,4580.08,1526.69
360,credit_card,ING Australia,2026-02-23,credit,1,4003.3,4003.3
361,credit_card,ING Australia,2026-02-24,debit,1,99.48,99.48
362,credit_card,ING Australia,2026-02-25,credit,1,3759.36,3759.36
363,credit_card,ING Australia,2026-02-26,credit,1,48.38,48.38
364,credit_card,ING Australia,2026-02-26,debit,3,5823.89,1941.3
365,credit_card,ING Australia,2026-02-27,credit,1,3232.72,3232.72
366,credit_card,ING Australia,2026-02-28,debit,2,7711.62,3855.81
367,credit_card,ING Australia,2026-03-01,credit,2,1789.87,894.93
368,credit_card,ING Australia,2026-03-01,debit,1,1878.8,1878.8
369,credit_card,ING Australia,2026-03-02,debit,3,3708.08,1236.03
370,credit_card,ING Australia,2026-03-03,credit,1,2814.03,2814.03
371,credit_card,ING Australia,2026-03-04,credit,1,3795.9,3795.9
372,credit_card,ING Australia,2026-03-04,debit,1,1696.46,1696.46
373,credit_card,ING Australia,2026-03-06,debit,2,1685.47,842.73
374,credit_card,ING Australia,2026-03-07,credit,3,6417.03,2139.01
375,credit_card,ING Australia,2026-03-07,debit,3,3332.55,1110.85
376,credit_card,ING Australia,2026-03-09,credit,4,12539.09,3134.77
377,credit_card,ING Australia,2026-03-09,debit,2,2049.45,1024.72
378,credit_card,ING Australia,2026-03-10,credit,2,3175.65,1587.83
379,credit_card,ING Australia,2026-03-10,debit,1,2716.8,2716.8
380,credit_card,ING Australia,2026-03-11,credit,1,686.65,686.65
381,credit_card,ING Australia,2026-03-11,debit,2,4346.69,2173.35
382,credit_card,ING Australia,2026-03-13,credit,1,3233.36,3233.36
383,credit_card,ING Australia,2026-03-13,debit,3,11237.49,3745.83
384,credit_card,ING Australia,2026-03-14,debit,1,791.0,791.0
385,credit_card,ING Australia,2026-03-15,credit,2,4645.53,2322.77
386,credit_card,ING Australia,2026-03-17,credit,1,84.73,84.73
387,credit_card,ING Australia,2026-03-18,credit,1,60.75,60.75
